Date,P/E,P/B,nifty
7-Feb-07,20.32,5.38,4224.25
8-Feb-07,20.31,5.38,4223.4
9-Feb-07,20.14,5.33,4187.4
12-Feb-07,19.52,5.17,4058.3
13-Feb-07,19.45,5.15,4044.55
14-Feb-07,19.47,5.15,4047.1
15-Feb-07,19.94,5.28,4146.2
19-Feb-07,20.02,5.3,4164.55
20-Feb-07,19.74,5.23,4106.95
21-Feb-07,19.69,5.22,4096.2
22-Feb-07,19.42,5.14,4040
23-Feb-07,18.94,5.02,3938.95
26-Feb-07,18.95,5.02,3942
27-Feb-07,18.72,4.96,3893.9
28-Feb-07,18.01,4.77,3745.3
1-Mar-07,18.33,4.86,3811.2
2-Mar-07,17.92,4.75,3726.75
5-Mar-07,17.2,4.56,3576.5
6-Mar-07,17.58,4.66,3655.65
7-Mar-07,17.44,4.62,3626.85
8-Mar-07,18.09,4.79,3761.65
9-Mar-07,17.88,4.74,3718
12-Mar-07,17.96,4.76,3734.6
13-Mar-07,18.14,4.8,3770.55
14-Mar-07,17.51,4.64,3641.1
15-Mar-07,17.53,4.64,3643.6
16-Mar-07,17.36,4.6,3608.55
19-Mar-07,17.7,4.69,3678.9
20-Mar-07,17.79,4.71,3697.6
21-Mar-07,18.11,4.8,3764.55
22-Mar-07,18.65,4.94,3875.9
23-Mar-07,18.58,4.92,3861.05
26-Mar-07,18.38,4.87,3819.95
28-Mar-07,18.1,4.79,3761.1
29-Mar-07,18.29,4.84,3798.1
30-Mar-07,18.4,4.87,3821.55
2-Apr-07,17.49,4.63,3633.6
3-Apr-07,17.77,4.71,3690.65
4-Apr-07,18.43,4.89,3733.25
5-Apr-07,18.54,4.91,3752
9-Apr-07,19,5.03,3843.5
10-Apr-07,19.02,5.04,3848.15
11-Apr-07,19.09,5.03,3862.65
12-Apr-07,18.93,4.99,3829.85
13-Apr-07,19.28,5.1,3917.35
16-Apr-07,19.75,5.23,4013.35
17-Apr-07,19.55,5.19,3984.95
18-Apr-07,19.66,5.22,4011.6
19-Apr-07,19.57,5.21,3997.65
20-Apr-07,19.88,5.32,4083.55
23-Apr-07,19.88,5.32,4085.1
24-Apr-07,20.13,5.4,4141.8
25-Apr-07,20.24,5.43,4167.3
26-Apr-07,20.25,5.44,4177.85
27-Apr-07,19.58,5.32,4083.5
30-Apr-07,19.48,5.33,4087.9
3-May-07,19.76,5.41,4150.85
4-May-07,19.59,5.36,4117.35
7-May-07,19.56,5.36,4111.15
8-May-07,19.39,5.31,4077
9-May-07,19.36,5.32,4079.3
10-May-07,19.31,5.3,4066.8
11-May-07,19.35,5.31,4076.65
14-May-07,19.54,5.39,4134.3
15-May-07,19.46,5.36,4120.3
16-May-07,19.7,5.43,4170.95
17-May-07,19.93,5.49,4219.55
18-May-07,19.78,5.48,4214.5
21-May-07,19.83,5.54,4260.9
22-May-07,19.91,5.57,4278.1
23-May-07,19.78,5.53,4246.2
24-May-07,19.59,5.47,4204.9
25-May-07,19.98,5.53,4248.15
28-May-07,20.02,5.54,4256.55
29-May-07,20.11,5.59,4293.25
30-May-07,20.17,5.53,4249.65
31-May-07,20.41,5.59,4295.8
1-Jun-07,20.41,5.59,4297.05
4-Jun-07,20.27,5.48,4267.05
5-Jun-07,20.35,5.5,4284.65
6-Jun-07,19.94,5.39,4198.25
7-Jun-07,19.85,5.37,4179.5
8-Jun-07,19.69,5.32,4145
11-Jun-07,19.69,5.33,4145.6
12-Jun-07,19.74,5.34,4155.2
13-Jun-07,19.54,5.28,4113.05
14-Jun-07,19.81,5.36,4170
15-Jun-07,19.82,5.36,4171.45
18-Jun-07,19.7,5.33,4147.1
19-Jun-07,20.02,5.41,4214.3
20-Jun-07,20.19,5.46,4248.65
21-Jun-07,20.28,5.48,4267.4
22-Jun-07,20.2,5.31,4252.05
25-Jun-07,20.32,5.32,4259.4
26-Jun-07,20.44,5.36,4285.7
27-Jun-07,20.34,5.33,4263.95
28-Jun-07,20.42,5.35,4282
29-Jun-07,20.6,5.4,4318.3
2-Jul-07,20.62,5.39,4313.75
3-Jul-07,20.83,5.45,4357.55
4-Jul-07,20.84,5.45,4359.3
5-Jul-07,20.81,5.44,4353.95
6-Jul-07,21.11,5.52,4384.85
9-Jul-07,21.27,5.56,4419.4
10-Jul-07,21.2,5.55,4406.05
11-Jul-07,21.06,5.52,4387.15
12-Jul-07,21.35,5.6,4446.15
13-Jul-07,21.63,5.67,4504.55
16-Jul-07,21.78,5.71,4512.15
17-Jul-07,21.65,5.69,4496.75
18-Jul-07,21.64,5.69,4499.55
19-Jul-07,21.86,5.77,4562.1
20-Jul-07,21.76,5.35,4566.05
23-Jul-07,22,5.42,4619.35
24-Jul-07,22.01,5.42,4620.75
25-Jul-07,21.71,5.38,4588.7
26-Jul-07,21.71,5.42,4619.8
27-Jul-07,20.87,5.21,4445.2
30-Jul-07,20.34,5.21,4440.05
31-Jul-07,20.49,5.31,4528.85
1-Aug-07,19.65,5.1,4345.85
2-Aug-07,19.72,5.12,4356.35
3-Aug-07,19.93,5.17,4401.55
6-Aug-07,19.65,5.1,4339.5
7-Aug-07,19.72,5.12,4356.35
8-Aug-07,20.2,5.24,4462.1
9-Aug-07,19.94,5.17,4403.2
10-Aug-07,19.63,5.09,4333.35
13-Aug-07,19.81,5.14,4373.65
14-Aug-07,19.77,5.14,4370.2
16-Aug-07,18.9,4.92,4178.6
17-Aug-07,18.58,4.83,4108.05
20-Aug-07,19.04,4.95,4209.05
21-Aug-07,18.43,4.79,4074.9
22-Aug-07,18.79,4.73,4153.15
23-Aug-07,18.62,4.69,4114.95
24-Aug-07,18.96,4.77,4190.15
27-Aug-07,19.47,4.9,4302.6
28-Aug-07,19.55,4.92,4320.7
29-Aug-07,19.72,4.96,4359.3
30-Aug-07,19.96,5.02,4412.3
31-Aug-07,20.2,5.08,4464
3-Sep-07,20.25,5.1,4474.75
4-Sep-07,20.27,5.1,4479.25
5-Sep-07,20.26,5.1,4475.85
6-Sep-07,20.45,5.15,4518.6
7-Sep-07,20.41,5.14,4509.5
10-Sep-07,20.4,5.13,4507.85
11-Sep-07,20.35,5.12,4497.05
12-Sep-07,20.35,5.12,4496.85
13-Sep-07,20.5,5.16,4528.95
14-Sep-07,20.45,5.03,4518
17-Sep-07,20.34,5.01,4494.65
18-Sep-07,20.57,5.06,4546.2
19-Sep-07,21.42,5.27,4732.35
20-Sep-07,21.49,5.29,4747.55
21-Sep-07,21.89,5.39,4837.55
24-Sep-07,22.18,5.26,4932.2
25-Sep-07,22.21,5.27,4938.85
26-Sep-07,22.21,5.27,4940.5
27-Sep-07,22.49,5.33,5000.55
28-Sep-07,22.58,5.36,5021.35
1-Oct-07,22.79,5.41,5068.95
3-Oct-07,23.43,5.56,5210.8
4-Oct-07,23.42,5.56,5208.65
5-Oct-07,23.62,5.66,5185.85
8-Oct-07,23.16,5.55,5085.1
9-Oct-07,24.26,5.82,5327.25
10-Oct-07,24.78,5.94,5441.45
11-Oct-07,25.13,6.03,5524.85
12-Oct-07,24.67,5.93,5428.25
15-Oct-07,25.77,6.19,5670.4
16-Oct-07,25.71,5.9,5668.05
17-Oct-07,25.2,5.78,5559.3
18-Oct-07,24.33,5.6,5351
19-Oct-07,23.46,5.45,5215.3
22-Oct-07,23.28,5.42,5184
23-Oct-07,24.53,5.72,5473.7
24-Oct-07,24.66,5.75,5496.15
25-Oct-07,25.01,5.82,5568.95
26-Oct-07,25.57,5.96,5702.3
29-Oct-07,26.35,6.18,5905.9
30-Oct-07,26.01,6.15,5868.75
31-Oct-07,25.74,6.18,5900.65
1-Nov-07,25.65,6.15,5866.45
2-Nov-07,25.94,6.21,5932.4
5-Nov-07,25.57,6.13,5847.3
6-Nov-07,25.31,6.06,5786.5
7-Nov-07,25.29,6.06,5782.35
8-Nov-07,24.92,5.97,5698.75
9-Nov-07,24.77,5.93,5663.25
12-Nov-07,24.57,5.89,5617.1
13-Nov-07,24.92,5.97,5695.4
14-Nov-07,25.98,6.22,5937.9
15-Nov-07,25.87,6.2,5912.1
16-Nov-07,25.86,6.2,5906.85
19-Nov-07,25.87,6.2,5907.65
20-Nov-07,25.32,6.06,5780.9
21-Nov-07,24.35,5.83,5561.05
22-Nov-07,24.17,5.79,5519.35
23-Nov-07,24.53,5.88,5608.6
26-Nov-07,25.07,6.01,5731.7
27-Nov-07,24.92,5.98,5698.15
28-Nov-07,24.57,5.89,5617.55
29-Nov-07,24.65,5.91,5634.6
30-Nov-07,25.21,6.05,5762.75
3-Dec-07,25.66,6.15,5865
4-Dec-07,25.63,6.15,5858.35
5-Dec-07,25.98,6.23,5940
6-Dec-07,26.05,6.25,5954.7
7-Dec-07,26.14,6.27,5974.3
10-Dec-07,26.08,6.26,5960.6
11-Dec-07,26.68,6.4,6097.25
12-Dec-07,27.69,6.44,6159.3
13-Dec-07,27.23,6.33,6058.1
14-Dec-07,27.19,6.32,6047.7
17-Dec-07,25.97,6.01,5777
18-Dec-07,25.81,5.97,5742.3
19-Dec-07,25.85,5.98,5751.15
20-Dec-07,25.92,6,5766.5
24-Dec-07,26.91,6.23,5985.1
26-Dec-07,27.29,6.32,6070.75
27-Dec-07,27.36,6.33,6081.5
28-Dec-07,27.35,6.33,6079.7
31-Dec-07,27.62,6.39,6138.6
1-Jan-08,27.64,6.4,6144.35
2-Jan-08,27.8,6.43,6179.4
3-Jan-08,27.8,6.43,6178.55
4-Jan-08,28.23,6.53,6274.3
7-Jan-08,28.25,6.54,6279.1
8-Jan-08,28.29,6.55,6287.85
9-Jan-08,28.22,6.53,6272
10-Jan-08,27.7,6.41,6156.95
11-Jan-08,27.86,6.46,6200.1
14-Jan-08,27.89,6.47,6206.8
15-Jan-08,27.3,6.33,6074.25
16-Jan-08,26.67,6.18,5935.75
17-Jan-08,25.47,6.16,5913.2
18-Jan-08,24.49,5.94,5705.3
21-Jan-08,22.33,5.43,5208.8
22-Jan-08,20.96,5.1,4899.3
23-Jan-08,22.26,5.42,5203.4
24-Jan-08,21.52,5.24,5033.45
25-Jan-08,22.88,5.61,5383.35
28-Jan-08,22.6,5.52,5274.1
29-Jan-08,22.55,5.53,5280.8
30-Jan-08,22.02,5.41,5167.6
31-Jan-08,21.97,5.38,5137.45
1-Feb-08,22.68,5.57,5317.25
4-Feb-08,23.31,5.72,5463.5
5-Feb-08,23.4,5.74,5483.9
6-Feb-08,22.71,5.58,5322.55
7-Feb-08,21.9,5.38,5133.25
8-Feb-08,21.85,5.36,5120.35
11-Feb-08,20.72,5.09,4857
12-Feb-08,20.64,5.07,4838.25
13-Feb-08,21.03,5.16,4929.45
14-Feb-08,22.19,5.45,5202
15-Feb-08,22.62,5.56,5302.9
18-Feb-08,22.51,5.53,5276.9
19-Feb-08,22.52,5.53,5280.8
20-Feb-08,21.98,5.4,5154.45
21-Feb-08,22.14,5.44,5191.8
22-Feb-08,21.79,5.35,5110.75
25-Feb-08,22.17,5.45,5200.7
26-Feb-08,22.47,5.52,5270.05
27-Feb-08,22.46,5.52,5268.4
28-Feb-08,22.53,5.54,5285.1
29-Feb-08,22.27,5.47,5223.5
3-Mar-08,21.12,5.19,4953
4-Mar-08,20.74,5.1,4864.25
5-Mar-08,20.98,5.16,4921.4
7-Mar-08,20.35,5,4771.6
10-Mar-08,20.47,5.03,4800.4
11-Mar-08,20.75,5.1,4865.9
12-Mar-08,20.78,5.11,4872
13-Mar-08,19.72,4.81,4623.6
14-Mar-08,20.68,5.1,4745.8
17-Mar-08,19.62,4.84,4503.1
18-Mar-08,19.75,4.87,4533
19-Mar-08,19.93,4.91,4573.95
24-Mar-08,20.09,4.95,4609.85
25-Mar-08,21.25,5.24,4877.5
26-Mar-08,21.05,5.19,4828.85
27-Mar-08,21.05,5.19,4830.25
28-Mar-08,21.54,5.31,4942
31-Mar-08,20.63,5.09,4734.5
1-Apr-08,20.66,5.09,4739.55
2-Apr-08,20.72,5.11,4754.2
3-Apr-08,20.8,5.13,4771.6
4-Apr-08,20.25,4.99,4647
7-Apr-08,20.75,5.12,4761.2
8-Apr-08,20.53,5.06,4709.65
9-Apr-08,20.69,5.1,4747.05
10-Apr-08,20.63,5.09,4733
11-Apr-08,20.82,5.13,4777.8
15-Apr-08,21.26,5.24,4879.65
16-Apr-08,21.29,5.25,4887.3
17-Apr-08,21.6,5.33,4958.4
21-Apr-08,21.92,5.41,5037
22-Apr-08,21.8,5.43,5049.3
23-Apr-08,21.69,5.4,5022.8
24-Apr-08,21.57,5.37,4999.85
25-Apr-08,21.96,5.49,5111.7
28-Apr-08,21.85,5.47,5089.65
29-Apr-08,22.31,5.58,5195.5
30-Apr-08,22.17,5.55,5165.9
2-May-08,22.42,5.62,5228.2
5-May-08,22.2,5.58,5192.25
6-May-08,22.02,5.53,5144.65
7-May-08,21.98,5.52,5135.5
8-May-08,21.75,5.47,5081.7
9-May-08,21.32,5.36,4982.6
12-May-08,21.45,5.39,5012.65
13-May-08,21.21,5.33,4957.8
14-May-08,21.44,5.39,5011.75
15-May-08,21.84,5.5,5115.25
16-May-08,21.94,5.55,5157.7
20-May-08,21.72,5.49,5104.95
21-May-08,21.77,5.5,5117.65
22-May-08,21.38,5.4,5025.45
23-May-08,21.03,5.32,4946.55
26-May-08,20.73,5.01,4875.05
27-May-08,20.67,5,4859.8
28-May-08,20.92,5.06,4918.35
29-May-08,20.59,4.97,4835.3
30-May-08,20.74,5.01,4870.1
2-Jun-08,20.17,4.87,4739.6
3-Jun-08,20.07,4.85,4715.9
4-Jun-08,19.52,4.71,4585.6
5-Jun-08,19.91,4.81,4676.95
6-Jun-08,19.7,4.76,4627.8
9-Jun-08,19.16,4.63,4500.95
10-Jun-08,18.94,4.4,4449.8
11-Jun-08,19.25,4.48,4523.6
12-Jun-08,19.32,4.49,4539.35
13-Jun-08,19.23,4.47,4517.1
16-Jun-08,19.46,4.53,4572.5
17-Jun-08,19.89,4.6,4653
18-Jun-08,19.6,4.53,4582.4
19-Jun-08,19.26,4.46,4504.25
20-Jun-08,18.59,4.3,4347.55
23-Jun-08,18.25,4.22,4266.4
24-Jun-08,17.91,4.15,4191.1
25-Jun-08,18.18,4.21,4252.65
26-Jun-08,18.45,4.27,4315.85
27-Jun-08,17.67,4.09,4136.65
30-Jun-08,17.28,4,4040.55
1-Jul-08,16.66,3.86,3896.75
2-Jul-08,17.5,4.05,4093.35
3-Jul-08,16.79,3.89,3925.75
4-Jul-08,17.22,3.8,4016
7-Jul-08,17.28,3.82,4030
8-Jul-08,17.11,3.78,3988.55
9-Jul-08,17.83,3.94,4157.1
10-Jul-08,17.85,3.94,4162.2
11-Jul-08,17.34,3.83,4049
14-Jul-08,17.3,3.82,4039.7
15-Jul-08,16.53,3.66,3861.1
16-Jul-08,16.33,3.61,3816.7
17-Jul-08,16.87,3.74,3947.2
18-Jul-08,17.49,3.87,4092.25
21-Jul-08,17.72,3.94,4159.5
22-Jul-08,18.06,4.01,4240.1
23-Jul-08,19.06,4.12,4476.8
24-Jul-08,18.79,4.08,4433.55
25-Jul-08,18.19,3.97,4311.85
28-Jul-08,18.2,3.99,4332.1
29-Jul-08,17.49,3.85,4189.85
30-Jul-08,18.08,3.97,4313.55
31-Jul-08,18.22,3.99,4332.95
1-Aug-08,18.56,4.06,4413.55
4-Aug-08,18.54,4.04,4395.35
5-Aug-08,18.99,4.14,4502.85
6-Aug-08,19.05,4.16,4517.55
7-Aug-08,19.08,4.16,4523.85
8-Aug-08,19.1,4.17,4529.5
11-Aug-08,19.49,4.25,4620.4
12-Aug-08,19.2,4.19,4552.25
13-Aug-08,19.1,4.17,4529.05
14-Aug-08,18.69,4.08,4430.7
18-Aug-08,18.53,4.04,4393.05
19-Aug-08,18.43,4.02,4368.25
20-Aug-08,18.63,4.06,4415.75
21-Aug-08,18.07,3.94,4283.85
22-Aug-08,18.25,3.8,4327.45
25-Aug-08,18.29,3.8,4335.35
26-Aug-08,18.3,3.8,4337.5
27-Aug-08,18.1,3.77,4292.1
28-Aug-08,17.81,3.7,4214
29-Aug-08,18.43,3.83,4360
1-Sep-08,18.38,3.82,4348.65
2-Sep-08,19.03,3.96,4504
4-Sep-08,18.8,3.91,4447.75
5-Sep-08,18.39,3.83,4352.3
8-Sep-08,18.94,3.94,4482.3
9-Sep-08,18.9,3.93,4468.7
10-Sep-08,18.88,3.94,4400.25
11-Sep-08,18.41,3.84,4290.3
12-Sep-08,18.14,3.79,4228.45
15-Sep-08,17.5,3.65,4072.9
16-Sep-08,17.51,3.66,4074.9
17-Sep-08,17.22,3.6,4008.25
18-Sep-08,17.35,3.36,4038.15
19-Sep-08,18.24,3.53,4245.25
22-Sep-08,18.15,3.52,4223.05
23-Sep-08,17.73,3.44,4126.9
24-Sep-08,17.88,3.46,4161.25
25-Sep-08,17.66,3.42,4110.55
26-Sep-08,17.12,3.32,3985.25
29-Sep-08,16.54,3.21,3850.05
30-Sep-08,16.85,3.26,3921.2
1-Oct-08,16.98,3.29,3950.75
3-Oct-08,16.41,3.18,3818.3
6-Oct-08,15.48,3,3602.35
7-Oct-08,15.5,3,3606.6
8-Oct-08,15.1,2.93,3513.65
10-Oct-08,14.07,2.73,3279.95
13-Oct-08,14.97,2.91,3490.7
14-Oct-08,15.09,2.93,3518.65
15-Oct-08,14.31,2.78,3338.4
16-Oct-08,14.01,2.72,3269.3
17-Oct-08,13.15,2.56,3074.35
20-Oct-08,13.47,2.62,3122.8
21-Oct-08,13.92,2.72,3234.9
22-Oct-08,13.18,2.57,3065.15
23-Oct-08,12.66,2.47,2943.15
24-Oct-08,10.99,2.17,2584
27-Oct-08,10.68,2.12,2524.2
28-Oct-08,11.36,2.25,2684.6
29-Oct-08,11.42,2.26,2697.05
31-Oct-08,12.57,2.42,2885.6
3-Nov-08,13.33,2.56,3043.85
4-Nov-08,13.76,2.64,3142.1
5-Nov-08,13.11,2.51,2994.95
6-Nov-08,12.66,2.43,2892.65
7-Nov-08,13.02,2.5,2973
10-Nov-08,13.78,2.64,3148.25
11-Nov-08,12.87,2.47,2938.65
12-Nov-08,12.48,2.39,2848.45
14-Nov-08,12.31,2.36,2810.35
17-Nov-08,12.26,2.35,2799.55
18-Nov-08,11.75,2.25,2683.15
19-Nov-08,11.54,2.21,2635
20-Nov-08,11.18,2.15,2553.15
21-Nov-08,11.8,2.26,2693.45
24-Nov-08,11.86,2.28,2708.25
25-Nov-08,11.63,2.23,2654
26-Nov-08,12.06,2.31,2752.25
28-Nov-08,12.08,2.32,2755.1
1-Dec-08,11.76,2.25,2682.9
2-Dec-08,11.65,2.23,2657.8
3-Dec-08,11.64,2.23,2656.45
4-Dec-08,12.22,2.34,2788
5-Dec-08,11.9,2.24,2714.4
8-Dec-08,12.2,2.3,2784
10-Dec-08,12.84,2.42,2928.25
11-Dec-08,12.8,2.41,2920.15
12-Dec-08,12.81,2.41,2921.35
15-Dec-08,13.07,2.46,2981.2
16-Dec-08,13.33,2.51,3041.75
17-Dec-08,12.95,2.44,2954.35
18-Dec-08,13.42,2.53,3060.75
19-Dec-08,13.49,2.54,3077.5
22-Dec-08,13.32,2.51,3039.3
23-Dec-08,13.01,2.45,2968.65
24-Dec-08,12.79,2.41,2916.85
26-Dec-08,12.52,2.36,2857.25
29-Dec-08,12.81,2.41,2922.2
30-Dec-08,13.06,2.46,2979.5
31-Dec-08,12.97,2.44,2959.15
1-Jan-09,13.3,2.5,3033.45
2-Jan-09,13.36,2.51,3046.75
5-Jan-09,13.68,2.58,3121.45
6-Jan-09,13.64,2.57,3112.8
7-Jan-09,12.8,2.41,2920.4
9-Jan-09,12.59,2.37,2873
12-Jan-09,12.32,2.31,2773.1
13-Jan-09,12.16,2.28,2744.95
14-Jan-09,12.56,2.36,2835.3
15-Jan-09,12.1,2.28,2736.7
16-Jan-09,12.51,2.35,2828.45
19-Jan-09,12.58,2.37,2846.2
20-Jan-09,12.36,2.33,2796.6
21-Jan-09,11.97,2.25,2706.15
22-Jan-09,11.96,2.26,2713.8
23-Jan-09,12.27,2.23,2678.55
27-Jan-09,12.67,2.3,2771.35
28-Jan-09,13.1,2.37,2849.5
29-Jan-09,13.17,2.35,2823.95
30-Jan-09,13.4,2.39,2874.8
2-Feb-09,13.12,2.3,2766.65
3-Feb-09,13.2,2.31,2783.9
4-Feb-09,13.29,2.33,2803.05
5-Feb-09,13.19,2.31,2780.05
6-Feb-09,13.49,2.36,2843.1
9-Feb-09,13.86,2.43,2919.9
10-Feb-09,13.93,2.44,2934.5
11-Feb-09,13.89,2.43,2925.7
12-Feb-09,13.73,2.41,2893.05
13-Feb-09,14,2.45,2948.35
16-Feb-09,13.52,2.36,2848.5
17-Feb-09,13.15,2.3,2770.5
18-Feb-09,13.18,2.3,2776.15
19-Feb-09,13.24,2.31,2789.35
20-Feb-09,12.99,2.27,2736.45
24-Feb-09,12.98,2.27,2733.9
25-Feb-09,13.11,2.29,2762.5
26-Feb-09,13.22,2.31,2785.65
27-Feb-09,13.12,2.29,2763.65
2-Mar-09,12.7,2.22,2674.6
3-Mar-09,12.45,2.18,2622.4
4-Mar-09,12.56,2.19,2645.2
5-Mar-09,12.23,2.14,2576.7
6-Mar-09,12.44,2.17,2620.15
9-Mar-09,12.21,2.14,2573.15
12-Mar-09,12.42,2.17,2617.45
13-Mar-09,12.91,2.26,2719.25
16-Mar-09,13.18,2.3,2777.25
17-Mar-09,13.09,2.29,2757.45
18-Mar-09,13.27,2.32,2794.7
19-Mar-09,13.33,2.33,2807.15
20-Mar-09,13.33,2.33,2807.05
23-Mar-09,13.96,2.44,2939.9
24-Mar-09,13.96,2.44,2938.7
25-Mar-09,14.17,2.48,2984.35
26-Mar-09,14.64,2.56,3082.25
27-Mar-09,14.7,2.57,3108.65
30-Mar-09,14.08,2.46,2978.15
31-Mar-09,14.29,2.5,3020.95
1-Apr-09,14.49,2.53,3060.35
2-Apr-09,15.2,2.66,3211.05
6-Apr-09,15.42,2.69,3256.6
8-Apr-09,15.82,2.77,3342.95
9-Apr-09,15.82,2.77,3342.05
13-Apr-09,16.01,2.8,3382.6
15-Apr-09,16.45,2.88,3484.15
16-Apr-09,15.9,2.79,3369.5
17-Apr-09,15.97,2.8,3384.4
20-Apr-09,15.94,2.79,3377.1
21-Apr-09,15.86,2.78,3365.3
22-Apr-09,15.69,2.75,3330.3
23-Apr-09,16.12,2.82,3423.7
24-Apr-09,16.43,2.87,3480.75
27-Apr-09,16.53,2.87,3470
28-Apr-09,16.02,2.78,3362.35
29-Apr-09,16.53,2.87,3473.95
4-May-09,17.37,3.02,3654
5-May-09,17.4,3.02,3661.9
6-May-09,17.23,2.99,3625.05
7-May-09,17.51,3.04,3683.9
8-May-09,17.21,2.99,3620.7
11-May-09,16.78,2.93,3554.6
12-May-09,17.38,3.04,3681.1
13-May-09,17.17,3,3635.25
14-May-09,16.97,2.97,3593.45
15-May-09,17.34,3.03,3671.65
18-May-09,20.41,3.57,4323.15
19-May-09,20.39,3.57,4318.45
20-May-09,20.18,3.53,4270.3
21-May-09,19.85,3.48,4210.9
22-May-09,19.87,3.5,4238.5
25-May-09,19.85,3.5,4237.55
26-May-09,19.29,3.36,4116.7
27-May-09,20,3.49,4276.05
28-May-09,20.32,3.54,4337.1
29-May-09,20.82,3.63,4448.95
1-Jun-09,20.62,3.69,4529.9
2-Jun-09,20.6,3.69,4525.25
3-Jun-09,20.62,3.69,4530.7
4-Jun-09,20.87,3.73,4572.65
5-Jun-09,20.93,3.74,4586.9
8-Jun-09,20.21,3.61,4429.9
9-Jun-09,20.77,3.71,4550.95
10-Jun-09,21.24,3.8,4655.25
11-Jun-09,21.16,3.78,4637.7
12-Jun-09,20.91,3.72,4583.4
15-Jun-09,20.47,3.64,4484
16-Jun-09,20.63,3.67,4517.8
17-Jun-09,19.5,3.56,4356.15
18-Jun-09,19.03,3.47,4251.4
19-Jun-09,19.31,3.52,4313.6
22-Jun-09,18.96,3.46,4235.25
23-Jun-09,19.01,3.47,4247
24-Jun-09,19.22,3.51,4292.95
25-Jun-09,19.07,3.46,4241.85
26-Jun-09,20.08,3.63,4375.5
29-Jun-09,20.25,3.64,4390.95
30-Jun-09,19.97,3.56,4291.1
1-Jul-09,20.2,3.6,4340.9
2-Jul-09,20.23,3.61,4348.85
3-Jul-09,20.58,3.67,4424.25
6-Jul-09,19.38,3.37,4165.7
7-Jul-09,19.55,3.4,4202.15
8-Jul-09,18.98,3.3,4078.9
9-Jul-09,18.99,3.3,4080.95
10-Jul-09,18.58,3.24,4003.9
13-Jul-09,18.42,3.22,3974.05
14-Jul-09,19.02,3.33,4111.4
15-Jul-09,19.58,3.4,4233.5
16-Jul-09,19.21,3.4,4231.4
17-Jul-09,19.87,3.52,4374.95
20-Jul-09,20.44,3.62,4502.25
21-Jul-09,20.29,3.59,4469.1
22-Jul-09,19.89,3.54,4398.9
23-Jul-09,20.27,3.64,4523.75
24-Jul-09,20.6,3.67,4568.55
27-Jul-09,20.59,3.68,4572.3
28-Jul-09,20.3,3.67,4564.1
29-Jul-09,20.08,3.63,4513.5
30-Jul-09,20.31,3.68,4571.45
31-Jul-09,20.68,3.73,4636.45
3-Aug-09,21.09,3.79,4711.4
4-Aug-09,20.99,3.77,4680.5
5-Aug-09,21.05,3.78,4694.15
6-Aug-09,20.56,3.69,4585.5
7-Aug-09,20.1,3.61,4481.4
10-Aug-09,19.9,3.57,4437.65
11-Aug-09,20.06,3.6,4471.35
12-Aug-09,19.99,3.59,4457.5
13-Aug-09,20.66,3.71,4605
14-Aug-09,20.54,3.58,4580.05
17-Aug-09,19.68,3.43,4387.9
18-Aug-09,20,3.49,4458.9
19-Aug-09,19.71,3.44,4394.1
20-Aug-09,19.98,3.48,4453.45
21-Aug-09,20.31,3.54,4528.8
24-Aug-09,20.82,3.63,4642.8
25-Aug-09,20.88,3.64,4659.35
26-Aug-09,20.97,3.66,4680.85
27-Aug-09,21.01,3.67,4688.2
28-Aug-09,21.26,3.71,4732.35
31-Aug-09,20.94,3.66,4662.1
1-Sep-09,20.78,3.63,4625.35
2-Sep-09,20.7,3.61,4608.35
3-Sep-09,20.63,3.6,4593.55
4-Sep-09,21.02,3.67,4680.4
7-Sep-09,21.49,3.75,4782.9
8-Sep-09,21.59,3.77,4805.25
9-Sep-09,21.63,3.78,4814.25
10-Sep-09,21.66,3.78,4819.4
11-Sep-09,21.7,3.79,4829.55
14-Sep-09,21.66,3.78,4808.6
15-Sep-09,22.03,3.85,4892.1
16-Sep-09,22.33,3.9,4958.4
17-Sep-09,22.36,3.9,4965.55
18-Sep-09,22.41,3.91,4976.05
22-Sep-09,22.61,3.95,5020.2
23-Sep-09,22.38,3.68,4969.95
24-Sep-09,22.46,3.69,4986.55
25-Sep-09,22.33,3.67,4958.95
29-Sep-09,22.55,3.7,5006.85
30-Sep-09,22.9,3.76,5083.95
1-Oct-09,22.89,3.76,5083.4
5-Oct-09,22.53,3.7,5003.2
6-Oct-09,22.67,3.72,5027.4
7-Oct-09,22.48,3.69,4985.75
8-Oct-09,22.58,3.71,5002.25
9-Oct-09,22.31,3.67,4945.2
12-Oct-09,22.8,3.75,5054.25
14-Oct-09,22.97,3.79,5118.2
15-Oct-09,22.93,3.79,5108.85
16-Oct-09,23.08,3.81,5142.15
17-Oct-09,23.08,3.81,5141.8
20-Oct-09,22.94,3.79,5114.45
21-Oct-09,22.71,3.75,5063.6
22-Oct-09,22.44,3.73,4988.6
23-Oct-09,22.19,3.74,4997.05
26-Oct-09,21.96,3.72,4970.9
27-Oct-09,21.42,3.63,4846.7
28-Oct-09,21.33,3.61,4826.15
29-Oct-09,21,3.56,4750.55
30-Oct-09,20.45,3.53,4711.7
3-Nov-09,19.81,3.42,4563.9
4-Nov-09,20.45,3.53,4710.8
5-Nov-09,20.68,3.57,4765.55
6-Nov-09,21.05,3.59,4796.15
